Month,Year,Gaps,Good,Minimum,Maximum,Mean,Std_Dev,Location,Latitude,Longitude
9,2002,0,7200,0.178,1.738,0.959,0.379,TONGA,-19.9160819,-175.202642
10,2002,0,7440,0.194,1.888,0.988,0.385,TONGA,-19.9160819,-175.202642
11,2002,0,7200,0.177,1.812,1.041,0.385,TONGA,-19.9160819,-175.202642
12,2002,2178,5262,0.339,1.889,1.088,0.403,TONGA,-19.9160819,-175.202642
1,2003,4809,2631,0.260,1.676,1.005,0.408,TONGA,-19.9160819,-175.202642
2,2003,0,6720,0.269,1.759,1.025,0.379,TONGA,-19.9160819,-175.202642
3,2003,0,7440,0.267,1.766,1.03,0.374,TONGA,-19.9160819,-175.202642
4,2003,0,7200,0.163,1.760,0.99,0.373,TONGA,-19.9160819,-175.202642
5,2003,0,7440,0.150,1.793,0.962,0.368,TONGA,-19.9160819,-175.202642
6,2003,0,7200,0.110,1.709,0.928,0.368,TONGA,-19.9160819,-175.202642
7,2003,0,7440,0.088,1.634,0.886,0.375,TONGA,-19.9160819,-175.202642
8,2003,0,7440,0.193,1.633,0.909,0.382,TONGA,-19.9160819,-175.202642
9,2003,0,7200,0.163,1.661,0.897,0.383,TONGA,-19.9160819,-175.202642
10,2003,0,7440,0.052,1.680,0.887,0.382,TONGA,-19.9160819,-175.202642
11,2003,0,7200,0.098,1.775,0.911,0.380,TONGA,-19.9160819,-175.202642
12,2003,680,6760,0.193,1.825,1.009,0.378,TONGA,-19.9160819,-175.202642
1,2004,1909,5531,0.166,1.728,0.977,0.388,TONGA,-19.9160819,-175.202642
2,2004,0,6960,0.339,1.713,1.034,0.368,TONGA,-19.9160819,-175.202642
3,2004,0,7440,0.401,1.718,1.064,0.360,TONGA,-19.9160819,-175.202642
4,2004,0,7200,0.349,1.786,1.001,0.363,TONGA,-19.9160819,-175.202642
5,2004,0,7440,0.199,1.722,0.965,0.365,TONGA,-19.9160819,-175.202642
6,2004,0,7200,0.124,1.733,0.937,0.381,TONGA,-19.9160819,-175.202642
7,2004,0,7440,0.092,1.737,0.928,0.387,TONGA,-19.9160819,-175.202642
8,2004,0,7440,0.067,1.740,0.912,0.388,TONGA,-19.9160819,-175.202642
9,2004,0,7200,0.222,1.659,0.941,0.376,TONGA,-19.9160819,-175.202642
10,2004,0,7440,0.203,1.693,0.954,0.372,TONGA,-19.9160819,-175.202642
11,2004,0,7200,0.108,1.701,0.964,0.368,TONGA,-19.9160819,-175.202642
12,2004,0,7440,0.156,1.820,1.054,0.364,TONGA,-19.9160819,-175.202642
1,2005,0,7440,0.139,1.820,1.035,0.369,TONGA,-19.9160819,-175.202642
2,2005,0,6720,0.210,1.859,1.063,0.372,TONGA,-19.9160819,-175.202642
3,2005,307,7133,0.209,1.725,0.957,0.362,TONGA,-19.9160819,-175.202642
4,2005,0,7200,0.224,1.697,0.968,0.366,TONGA,-19.9160819,-175.202642
5,2005,0,7440,0.235,1.690,0.966,0.370,TONGA,-19.9160819,-175.202642
6,2005,0,7200,0.063,1.629,0.91,0.376,TONGA,-19.9160819,-175.202642
7,2005,0,7440,0.122,1.764,0.942,0.379,TONGA,-19.9160819,-175.202642
8,2005,0,7440,0.079,1.674,0.867,0.373,TONGA,-19.9160819,-175.202642
9,2005,0,7200,0.099,1.654,0.874,0.372,TONGA,-19.9160819,-175.202642
10,2005,0,7440,0.252,1.741,0.999,0.367,TONGA,-19.9160819,-175.202642
11,2005,0,7200,0.255,1.707,1.003,0.367,TONGA,-19.9160819,-175.202642
12,2005,0,7440,0.196,1.705,0.972,0.373,TONGA,-19.9160819,-175.202642
1,2006,0,7440,0.182,1.866,1.01,0.385,TONGA,-19.9160819,-175.202642
2,2006,0,6720,0.218,1.853,1.03,0.371,TONGA,-19.9160819,-175.202642
3,2006,0,7440,0.227,1.799,1.008,0.389,TONGA,-19.9160819,-175.202642
4,2006,0,7200,0.271,1.801,1.05,0.379,TONGA,-19.9160819,-175.202642
5,2006,0,7440,0.220,1.691,1.015,0.372,TONGA,-19.9160819,-175.202642
6,2006,0,7200,0.256,1.675,0.998,0.372,TONGA,-19.9160819,-175.202642
7,2006,0,7440,0.266,1.768,1.013,0.366,TONGA,-19.9160819,-175.202642
8,2006,0,7440,0.256,1.779,0.987,0.369,TONGA,-19.9160819,-175.202642
9,2006,0,7200,0.158,1.704,0.935,0.368,TONGA,-19.9160819,-175.202642
10,2006,0,7440,0.167,1.784,0.999,0.373,TONGA,-19.9160819,-175.202642
11,2006,0,7200,0.170,1.796,1.043,0.376,TONGA,-19.9160819,-175.202642
12,2006,0,7440,0.255,1.798,1.043,0.377,TONGA,-19.9160819,-175.202642
1,2007,0,7440,0.344,1.810,1.112,0.373,TONGA,-19.9160819,-175.202642
2,2007,0,6720,0.316,1.800,1.096,0.366,TONGA,-19.9160819,-175.202642
3,2007,0,7440,0.301,1.858,1.059,0.369,TONGA,-19.9160819,-175.202642
4,2007,0,7200,0.228,1.839,1.009,0.365,TONGA,-19.9160819,-175.202642
5,2007,0,7440,0.214,1.821,1.039,0.363,TONGA,-19.9160819,-175.202642
6,2007,0,7200,0.201,1.751,0.986,0.367,TONGA,-19.9160819,-175.202642
7,2007,0,7440,0.263,1.738,1.024,0.371,TONGA,-19.9160819,-175.202642
8,2007,0,7440,0.294,1.713,1.021,0.381,TONGA,-19.9160819,-175.202642
9,2007,0,7200,0.212,1.823,1.013,0.382,TONGA,-19.9160819,-175.202642
10,2007,0,7440,0.238,1.918,1.062,0.379,TONGA,-19.9160819,-175.202642
11,2007,0,7200,0.267,1.947,1.117,0.379,TONGA,-19.9160819,-175.202642
12,2007,0,7440,0.251,1.865,1.068,0.368,TONGA,-19.9160819,-175.202642
1,2008,0,7440,0.278,1.776,1.075,0.360,TONGA,-19.9160819,-175.202642
2,2008,0,6960,0.390,1.751,1.064,0.365,TONGA,-19.9160819,-175.202642
3,2008,0,7440,0.379,1.782,1.099,0.357,TONGA,-19.9160819,-175.202642
4,2008,0,7200,0.314,1.848,1.063,0.369,TONGA,-19.9160819,-175.202642
5,2008,0,7440,0.244,1.886,1.036,0.374,TONGA,-19.9160819,-175.202642
6,2008,0,7200,0.190,1.823,1.052,0.382,TONGA,-19.9160819,-175.202642
7,2008,0,7440,0.172,1.806,1.016,0.383,TONGA,-19.9160819,-175.202642
8,2008,0,7440,0.307,1.822,1.069,0.382,TONGA,-19.9160819,-175.202642
9,2008,0,7200,0.419,1.785,1.093,0.367,TONGA,-19.9160819,-175.202642
10,2008,0,7440,0.286,1.802,1.057,0.363,TONGA,-19.9160819,-175.202642
11,2008,0,7200,0.237,1.863,1.064,0.367,TONGA,-19.9160819,-175.202642
12,2008,0,7440,0.297,1.972,1.143,0.369,TONGA,-19.9160819,-175.202642
1,2009,0,7440,0.359,2.053,1.161,0.379,TONGA,-19.9160819,-175.202642
2,2009,0,6720,0.290,1.886,1.09,0.379,TONGA,-19.9160819,-175.202642
3,2009,0,7440,0.386,1.828,1.13,0.376,TONGA,-19.9160819,-175.202642
4,2009,0,7200,0.379,1.889,1.107,0.377,TONGA,-19.9160819,-175.202642
5,2009,0,7440,0.174,1.763,1.038,0.382,TONGA,-19.9160819,-175.202642
6,2009,0,7200,0.079,1.728,0.973,0.384,TONGA,-19.9160819,-175.202642
7,2009,0,7440,0.223,1.879,1.077,0.381,TONGA,-19.9160819,-175.202642
8,2009,0,7440,0.284,1.874,1.063,0.373,TONGA,-19.9160819,-175.202642
9,2009,0,7200,0.342,1.812,1.072,0.370,TONGA,-19.9160819,-175.202642
10,2009,0,7440,0.319,1.748,1.022,0.370,TONGA,-19.9160819,-175.202642
11,2009,0,7200,0.223,1.670,1.016,0.374,TONGA,-19.9160819,-175.202642
12,2009,0,7440,0.232,1.793,1.047,0.381,TONGA,-19.9160819,-175.202642
1,2010,0,7440,0.161,1.942,1.076,0.391,TONGA,-19.9160819,-175.202642
2,2010,0,6720,0.250,2.124,1.074,0.377,TONGA,-19.9160819,-175.202642
3,2010,0,7440,0.281,1.929,1.108,0.386,TONGA,-19.9160819,-175.202642
4,2010,0,7200,0.350,1.846,1.057,0.374,TONGA,-19.9160819,-175.202642
5,2010,0,7440,0.317,1.748,1.03,0.370,TONGA,-19.9160819,-175.202642
6,2010,0,7200,0.179,1.639,0.968,0.367,TONGA,-19.9160819,-175.202642
7,2010,0,7440,0.223,1.791,0.975,0.374,TONGA,-19.9160819,-175.202642
8,2010,0,7440,0.045,1.687,0.936,0.379,TONGA,-19.9160819,-175.202642
9,2010,0,7200,0.216,1.820,0.988,0.383,TONGA,-19.9160819,-175.202642
10,2010,0,7440,0.228,1.810,0.996,0.387,TONGA,-19.9160819,-175.202642
11,2010,0,7200,0.196,1.737,0.96,0.386,TONGA,-19.9160819,-175.202642
12,2010,0,7440,0.218,1.751,1.009,0.389,TONGA,-19.9160819,-175.202642
1,2011,0,7440,0.342,1.865,1.087,0.381,TONGA,-19.9160819,-175.202642
2,2011,0,6720,0.281,1.877,1.04,0.388,TONGA,-19.9160819,-175.202642
3,2011,994,6446,0.151,1.922,1.078,0.379,TONGA,-19.9160819,-175.202642
4,2011,0,7200,0.303,1.971,1.09,0.379,TONGA,-19.9160819,-175.202642
5,2011,508,6932,0.272,1.872,1.064,0.377,TONGA,-19.9160819,-175.202642
6,2011,0,7200,0.266,1.762,1.029,0.379,TONGA,-19.9160819,-175.202642
7,2011,0,7440,0.259,1.748,1.007,0.387,TONGA,-19.9160819,-175.202642
8,2011,0,7440,0.305,1.882,1.076,0.401,TONGA,-19.9160819,-175.202642
9,2011,0,7200,0.238,1.946,1.049,0.404,TONGA,-19.9160819,-175.202642
10,2011,0,7440,0.223,1.890,1.052,0.398,TONGA,-19.9160819,-175.202642
11,2011,0,7200,0.256,1.903,1.087,0.389,TONGA,-19.9160819,-175.202642
12,2011,0,7440,0.341,1.883,1.111,0.379,TONGA,-19.9160819,-175.202642
1,2012,0,7440,0.409,1.845,1.136,0.378,TONGA,-19.9160819,-175.202642
2,2012,0,6960,0.373,2.029,1.139,0.394,TONGA,-19.9160819,-175.202642
3,2012,0,7440,0.386,1.906,1.152,0.379,TONGA,-19.9160819,-175.202642
4,2012,0,7200,0.390,2.007,1.182,0.376,TONGA,-19.9160819,-175.202642
5,2012,0,7440,0.247,1.895,1.108,0.385,TONGA,-19.9160819,-175.202642
6,2012,0,7200,0.261,1.865,1.087,0.390,TONGA,-19.9160819,-175.202642
7,2012,0,7440,0.298,1.885,1.076,0.394,TONGA,-19.9160819,-175.202642
8,2012,0,7440,0.316,1.845,1.027,0.390,TONGA,-19.9160819,-175.202642
9,2012,0,7200,0.376,1.832,1.077,0.386,TONGA,-19.9160819,-175.202642
10,2012,0,7440,0.249,1.861,1.082,0.386,TONGA,-19.9160819,-175.202642
11,2012,0,7200,0.228,1.919,1.114,0.387,TONGA,-19.9160819,-175.202642
12,2012,0,7440,0.281,1.974,1.134,0.385,TONGA,-19.9160819,-175.202642
1,2013,0,7440,0.358,1.947,1.176,0.385,TONGA,-19.9160819,-175.202642
2,2013,0,6720,0.402,1.876,1.137,0.386,TONGA,-19.9160819,-175.202642
3,2013,0,7440,0.365,1.854,1.066,0.389,TONGA,-19.9160819,-175.202642
4,2013,0,7200,0.303,1.786,1.046,0.386,TONGA,-19.9160819,-175.202642
5,2013,0,7440,0.215,1.842,1.016,0.390,TONGA,-19.9160819,-175.202642
6,2013,2,7198,0.166,1.837,1.061,0.394,TONGA,-19.9160819,-175.202642
7,2013,540,6900,0.237,1.932,1.045,0.391,TONGA,-19.9160819,-175.202642
8,2013,0,7440,0.219,1.755,0.995,0.384,TONGA,-19.9160819,-175.202642
9,2013,0,7200,0.311,1.750,0.996,0.385,TONGA,-19.9160819,-175.202642
10,2013,0,7440,0.331,1.741,1.037,0.379,TONGA,-19.9160819,-175.202642
11,2013,0,7200,0.321,1.835,1.097,0.390,TONGA,-19.9160819,-175.202642
12,2013,0,7440,0.280,1.892,1.103,0.392,TONGA,-19.9160819,-175.202642
1,2014,0,7440,0.250,1.978,1.1,0.406,TONGA,-19.9160819,-175.202642
2,2014,0,6720,0.317,2.010,1.176,0.390,TONGA,-19.9160819,-175.202642
3,2014,0,7440,0.326,2.146,1.154,0.406,TONGA,-19.9160819,-175.202642
4,2014,0,7200,0.348,1.811,1.102,0.386,TONGA,-19.9160819,-175.202642
5,2014,0,7440,0.364,1.908,1.077,0.386,TONGA,-19.9160819,-175.202642
6,2014,0,7200,0.230,1.831,1.055,0.386,TONGA,-19.9160819,-175.202642
7,2014,0,7440,0.266,1.965,1.048,0.386,TONGA,-19.9160819,-175.202642
8,2014,0,7440,0.172,1.789,0.994,0.388,TONGA,-19.9160819,-175.202642
9,2014,0,7200,0.254,1.843,1.024,0.390,TONGA,-19.9160819,-175.202642
10,2014,0,7440,0.215,1.767,1.001,0.395,TONGA,-19.9160819,-175.202642
11,2014,0,7200,0.325,1.850,1.069,0.400,TONGA,-19.9160819,-175.202642
12,2014,0,7440,0.108,1.695,0.906,0.406,TONGA,-19.9160819,-175.202642
1,2015,0,7440,0.271,1.891,1.083,0.395,TONGA,-19.9160819,-175.202642
2,2015,0,6720,0.205,1.871,1.029,0.400,TONGA,-19.9160819,-175.202642
3,2015,0,7440,0.240,2.010,1.009,0.399,TONGA,-19.9160819,-175.202642
4,2015,0,7200,0.255,1.843,1.03,0.385,TONGA,-19.9160819,-175.202642
5,2015,0,7440,0.163,1.733,0.982,0.378,TONGA,-19.9160819,-175.202642
6,2015,0,7200,0.255,1.764,0.998,0.391,TONGA,-19.9160819,-175.202642
7,2015,0,7440,0.219,1.702,0.928,0.395,TONGA,-19.9160819,-175.202642
8,2015,0,7440,0.095,1.779,0.961,0.407,TONGA,-19.9160819,-175.202642
9,2015,0,7200,0.119,1.793,0.981,0.411,TONGA,-19.9160819,-175.202642
10,2015,0,7440,0.110,1.782,0.951,0.405,TONGA,-19.9160819,-175.202642
11,2015,0,7200,0.218,1.856,1.002,0.392,TONGA,-19.9160819,-175.202642
12,2015,0,7440,0.336,1.842,1.073,0.388,TONGA,-19.9160819,-175.202642
1,2016,0,7440,0.288,1.807,1.057,0.387,TONGA,-19.9160819,-175.202642
2,2016,0,6960,0.298,1.873,1.086,0.399,TONGA,-19.9160819,-175.202642
3,2016,0,7440,0.228,1.840,1.019,0.396,TONGA,-19.9160819,-175.202642
4,2016,0,7200,0.100,1.823,1.004,0.400,TONGA,-19.9160819,-175.202642
5,2016,0,7440,0.165,1.856,1.017,0.394,TONGA,-19.9160819,-175.202642
6,2016,0,7200,0.140,1.830,1.063,0.396,TONGA,-19.9160819,-175.202642
7,2016,0,7440,0.275,1.836,1.081,0.397,TONGA,-19.9160819,-175.202642
8,2016,0,7440,0.365,1.874,1.108,0.393,TONGA,-19.9160819,-175.202642
9,2016,0,7200,0.293,1.831,1.065,0.389,TONGA,-19.9160819,-175.202642
10,2016,0,7440,0.220,1.899,1.057,0.395,TONGA,-19.9160819,-175.202642
11,2016,0,7200,0.168,1.915,1.059,0.392,TONGA,-19.9160819,-175.202642
12,2016,0,7440,0.071,1.836,1.011,0.395,TONGA,-19.9160819,-175.202642
1,2017,0,7440,0.207,1.814,1.035,0.391,TONGA,-19.9160819,-175.202642
2,2017,0,6720,0.359,1.892,1.094,0.389,TONGA,-19.9160819,-175.202642
3,2017,0,7440,0.411,1.887,1.134,0.395,TONGA,-19.9160819,-175.202642
4,2017,0,7200,0.247,1.880,1.111,0.396,TONGA,-19.9160819,-175.202642
5,2017,0,7440,0.155,1.855,1.026,0.400,TONGA,-19.9160819,-175.202642
6,2017,0,7200,0.139,1.913,1.021,0.402,TONGA,-19.9160819,-175.202642
7,2017,0,7440,0.152,1.805,0.971,0.396,TONGA,-19.9160819,-175.202642
8,2017,0,7440,0.254,1.820,1.009,0.388,TONGA,-19.9160819,-175.202642
9,2017,0,7200,0.282,1.683,0.998,0.389,TONGA,-19.9160819,-175.202642
10,2017,0,7440,0.246,1.720,0.997,0.384,TONGA,-19.9160819,-175.202642
11,2017,0,7200,0.251,1.858,1.1,0.392,TONGA,-19.9160819,-175.202642
12,2017,0,7440,0.271,1.997,1.118,0.398,TONGA,-19.9160819,-175.202642
1,2018,0,7440,0.231,1.956,1.106,0.399,TONGA,-19.9160819,-175.202642
2,2018,0,6720,0.243,1.926,1.114,0.387,TONGA,-19.9160819,-175.202642
3,2018,0,7440,0.364,1.888,1.164,0.393,TONGA,-19.9160819,-175.202642
4,2018,0,7200,0.345,1.838,1.084,0.382,TONGA,-19.9160819,-175.202642
5,2018,322,7118,0.248,1.810,1.042,0.380,TONGA,-19.9160819,-175.202642
6,2018,0,7200,0.266,1.896,1.093,0.382,TONGA,-19.9160819,-175.202642
7,2018,0,7440,0.234,1.913,1.06,0.382,TONGA,-19.9160819,-175.202642
8,2018,0,7440,0.251,1.944,1.075,0.381,TONGA,-19.9160819,-175.202642
9,2018,0,7200,0.220,1.821,1.062,0.391,TONGA,-19.9160819,-175.202642
10,2018,0,7440,0.322,1.792,1.047,0.393,TONGA,-19.9160819,-175.202642
11,2018,0,7200,0.323,1.838,1.112,0.397,TONGA,-19.9160819,-175.202642
12,2018,0,7440,0.273,1.907,1.14,0.396,TONGA,-19.9160819,-175.202642
1,2019,0,7440,0.262,1.978,1.151,0.392,TONGA,-19.9160819,-175.202642
2,2019,0,6720,0.287,1.968,1.181,0.394,TONGA,-19.9160819,-175.202642
3,2019,0,7440,0.327,1.933,1.145,0.386,TONGA,-19.9160819,-175.202642
4,2019,0,7200,0.397,1.865,1.15,0.372,TONGA,-19.9160819,-175.202642
5,2019,0,7440,0.350,1.743,1.07,0.369,TONGA,-19.9160819,-175.202642
6,2019,0,7200,0.282,1.720,1.012,0.374,TONGA,-19.9160819,-175.202642
7,2019,0,7440,0.217,1.803,1.035,0.385,TONGA,-19.9160819,-175.202642
8,2019,0,7440,0.173,1.846,1.059,0.398,TONGA,-19.9160819,-175.202642
9,2019,0,7200,0.196,1.952,1.082,0.403,TONGA,-19.9160819,-175.202642
10,2019,0,7440,0.333,1.921,1.099,0.398,TONGA,-19.9160819,-175.202642
11,2019,0,7200,0.346,1.877,1.109,0.380,TONGA,-19.9160819,-175.202642
12,2019,0,7440,0.447,1.914,1.16,0.382,TONGA,-19.9160819,-175.202642
1,2020,0,7440,0.367,2.019,1.132,0.377,TONGA,-19.9160819,-175.202642
2,2020,0,6960,0.345,1.961,1.171,0.379,TONGA,-19.9160819,-175.202642
3,2020,0,7440,0.361,1.980,1.15,0.372,TONGA,-19.9160819,-175.202642
4,2020,0,7200,0.384,2.449,1.119,0.382,TONGA,-19.9160819,-175.202642
5,2020,0,7440,0.318,1.875,1.093,0.376,TONGA,-19.9160819,-175.202642
6,2020,0,7200,0.343,1.871,1.076,0.384,TONGA,-19.9160819,-175.202642
7,2020,0,7440,0.328,1.779,1.081,0.382,TONGA,-19.9160819,-175.202642
8,2020,0,7440,0.383,1.884,1.118,0.380,TONGA,-19.9160819,-175.202642
9,2020,0,7200,0.359,1.900,1.119,0.380,TONGA,-19.9160819,-175.202642
10,2020,0,7440,0.336,2.033,1.137,0.374,TONGA,-19.9160819,-175.202642
11,2020,0,7200,0.349,1.986,1.154,0.373,TONGA,-19.9160819,-175.202642
12,2020,0,7440,0.443,2.027,1.19,0.376,TONGA,-19.9160819,-175.202642
1,2021,0,7440,0.368,1.847,1.138,0.375,TONGA,-19.9160819,-175.202642
2,2021,0,6720,0.439,1.931,1.162,0.384,TONGA,-19.9160819,-175.202642
3,2021,0,7440,0.357,1.933,1.115,0.392,TONGA,-19.9160819,-175.202642
4,2021,0,7200,0.286,1.952,1.125,0.387,TONGA,-19.9160819,-175.202642
5,2021,8,7432,0.269,1.947,1.091,0.390,TONGA,-19.9160819,-175.202642
6,2021,3380,3820,0.243,1.872,1.1,0.425,TONGA,-19.9160819,-175.202642
7,2021,0,7440,0.388,1.874,1.115,0.370,TONGA,-19.9160819,-175.202642
8,2021,0,7440,0.353,1.814,1.069,0.371,TONGA,-19.9160819,-175.202642
9,2021,0,7200,0.372,1.762,1.063,0.368,TONGA,-19.9160819,-175.202642
10,2021,0,7440,0.349,1.867,1.088,0.367,TONGA,-19.9160819,-175.202642
11,2021,0,7200,0.339,1.910,1.14,0.374,TONGA,-19.9160819,-175.202642
12,2021,0,7440,0.357,2.009,1.168,0.382,TONGA,-19.9160819,-175.202642
1,2022,458,6982,0.346,2.715,1.203,0.393,TONGA,-19.9160819,-175.202642
2,2022,0,6720,0.401,1.954,1.174,0.377,TONGA,-19.9160819,-175.202642
3,2022,5,7435,0.364,1.823,1.138,0.383,TONGA,-19.9160819,-175.202642
4,2022,0,7200,0.455,1.904,1.185,0.375,TONGA,-19.9160819,-175.202642
5,2022,1,7439,0.313,1.875,1.123,0.373,TONGA,-19.9160819,-175.202642
6,2022,0,7200,0.285,1.892,1.131,0.370,TONGA,-19.9160819,-175.202642
7,2022,0,7440,0.342,1.947,1.135,0.371,TONGA,-19.9160819,-175.202642
8,2022,658,6782,0.325,1.959,1.157,0.365,TONGA,-19.9160819,-175.202642
9,2022,0,7200,0.457,1.899,1.179,0.373,TONGA,-19.9160819,-175.202642
10,2022,0,7440,0.509,1.933,1.198,0.372,TONGA,-19.9160819,-175.202642
11,2022,0,7200,0.436,1.918,1.203,0.374,TONGA,-19.9160819,-175.202642
12,2022,0,7440,0.425,2.008,1.255,0.374,TONGA,-19.9160819,-175.202642
1,2023,0,7440,0.403,2.022,1.273,0.363,TONGA,-19.9160819,-175.202642
2,2023,1,6719,0.504,2.021,1.257,0.365,TONGA,-19.9160819,-175.202642
3,2023,0,7440,0.554,1.977,1.268,0.355,TONGA,-19.9160819,-175.202642
4,2023,2,7198,0.472,1.933,1.186,0.355,TONGA,-19.9160819,-175.202642
5,2023,2,7438,0.458,1.819,1.151,0.354,TONGA,-19.9160819,-175.202642
6,2023,2,7198,0.381,1.844,1.124,0.363,TONGA,-19.9160819,-175.202642
7,2023,0,7440,0.273,1.799,1.081,0.368,TONGA,-19.9160819,-175.202642
8,2023,11,7429,0.206,1.835,1.058,0.382,TONGA,-19.9160819,-175.202642
9,2023,31,7169,0.236,1.886,1.098,0.381,TONGA,-19.9160819,-175.202642
10,2023,98,7342,0.314,1.852,1.061,0.379,TONGA,-19.9160819,-175.202642
11,2023,141,7059,0.333,1.785,1.064,0.367,TONGA,-19.9160819,-175.202642
12,2023,0,7440,0.473,1.867,1.171,0.363,TONGA,-19.9160819,-175.202642
1,2024,0,7440,0.429,1.935,1.223,0.359,TONGA,-19.9160819,-175.202642
2,2024,1,6959,0.476,2.022,1.218,0.367,TONGA,-19.9160819,-175.202642
3,2024,4,7436,0.465,1.996,1.205,0.361,TONGA,-19.9160819,-175.202642
4,2024,0,7200,0.449,1.963,1.18,0.356,TONGA,-19.9160819,-175.202642
5,2024,0,7440,0.410,1.986,1.171,0.364,TONGA,-19.9160819,-175.202642
6,2024,0,7200,0.411,1.884,1.154,0.368,TONGA,-19.9160819,-175.202642
7,2024,0,7440,0.326,1.856,1.092,0.378,TONGA,-19.9160819,-175.202642
8,2024,0,7440,0.352,1.851,1.084,0.371,TONGA,-19.9160819,-175.202642
9,2024,170,7030,0.292,1.837,1.069,0.370,TONGA,-19.9160819,-175.202642
10,2024,0,7440,0.355,1.998,1.11,0.366,TONGA,-19.9160819,-175.202642
11,2024,0,7200,0.314,1.933,1.136,0.362,TONGA,-19.9160819,-175.202642
12,2024,1,7439,0.273,1.801,1.056,0.362,TONGA,-19.9160819,-175.202642
1,2025,0,7440,0.392,1.880,1.166,0.370,TONGA,-19.9160819,-175.202642
Totals,38966,2773594,,,,,,TONGA,-19.9160819,-175.202642
Standard,deviation,of,the,observations,=,0.3949,metres,TONGA,-19.9160819,-175.202642
Skewness,=,-0.0142,,,,,,TONGA,-19.9160819,-175.202642
3,1993,5520,1920,1.270,2.798,2.006,0.397,TUVALU,-8.6405212,179.15829181818
4,1993,7004,196,1.513,2.425,1.956,0.300,TUVALU,-8.6405212,179.15829181818
5,1993,2640,4800,1.041,2.712,1.874,0.408,TUVALU,-8.6405212,179.15829181818
6,1993,0,7200,0.947,2.880,1.892,0.460,TUVALU,-8.6405212,179.15829181818
7,1993,0,7440,0.924,2.958,1.912,0.460,TUVALU,-8.6405212,179.15829181818
8,1993,0,7440,0.793,2.985,1.891,0.488,TUVALU,-8.6405212,179.15829181818
9,1993,4320,2880,1.048,2.697,1.889,0.396,TUVALU,-8.6405212,179.15829181818
10,1993,7440,0,,,,,TUVALU,-8.6405212,179.15829181818
11,1993,840,6360,0.873,3.103,1.953,0.474,TUVALU,-8.6405212,179.15829181818
12,1993,6498,942,1.220,2.752,1.949,0.425,TUVALU,-8.6405212,179.15829181818
1,1994,0,7440,1.069,3.102,2.054,0.488,TUVALU,-8.6405212,179.15829181818
2,1994,0,6720,1.078,3.253,2.106,0.489,TUVALU,-8.6405212,179.15829181818
3,1994,0,7440,0.934,3.167,2.097,0.496,TUVALU,-8.6405212,179.15829181818
4,1994,0,7200,0.888,3.160,2.037,0.480,TUVALU,-8.6405212,179.15829181818
5,1994,0,7440,0.969,3.148,2.016,0.466,TUVALU,-8.6405212,179.15829181818
6,1994,110,7090,0.971,3.041,1.991,0.452,TUVALU,-8.6405212,179.15829181818
7,1994,1440,6000,1.054,3.042,1.945,0.478,TUVALU,-8.6405212,179.15829181818
8,1994,4080,3360,1.005,2.896,1.934,0.446,TUVALU,-8.6405212,179.15829181818
9,1994,0,7200,0.932,2.976,1.938,0.480,TUVALU,-8.6405212,179.15829181818
10,1994,0,7440,0.878,3.048,1.934,0.492,TUVALU,-8.6405212,179.15829181818
11,1994,0,7200,0.903,3.136,1.99,0.483,TUVALU,-8.6405212,179.15829181818
12,1994,0,7440,0.898,3.173,2.006,0.495,TUVALU,-8.6405212,179.15829181818
1,1995,0,7440,0.839,3.156,1.96,0.505,TUVALU,-8.6405212,179.15829181818
2,1995,0,6720,0.923,3.013,1.971,0.485,TUVALU,-8.6405212,179.15829181818
3,1995,960,6480,1.040,3.104,2.093,0.513,TUVALU,-8.6405212,179.15829181818
4,1995,480,6720,1.067,3.202,2.137,0.474,TUVALU,-8.6405212,179.15829181818
5,1995,0,7440,1.031,3.192,2.083,0.465,TUVALU,-8.6405212,179.15829181818
6,1995,0,7200,0.970,3.192,2.039,0.453,TUVALU,-8.6405212,179.15829181818
7,1995,0,7440,0.918,3.123,2.004,0.463,TUVALU,-8.6405212,179.15829181818
8,1995,0,7440,0.873,3.021,1.954,0.479,TUVALU,-8.6405212,179.15829181818
9,1995,0,7200,1.046,3.048,2.021,0.479,TUVALU,-8.6405212,179.15829181818
10,1995,0,7440,0.988,3.050,1.991,0.479,TUVALU,-8.6405212,179.15829181818
11,1995,0,7200,0.979,3.137,2.032,0.473,TUVALU,-8.6405212,179.15829181818
12,1995,240,7200,0.844,3.126,1.955,0.462,TUVALU,-8.6405212,179.15829181818
1,1996,0,7440,0.958,3.270,2.051,0.468,TUVALU,-8.6405212,179.15829181818
2,1996,0,6960,1.060,3.333,2.148,0.484,TUVALU,-8.6405212,179.15829181818
3,1996,0,7440,1.047,3.239,2.142,0.485,TUVALU,-8.6405212,179.15829181818
4,1996,0,7200,1.140,3.073,2.082,0.477,TUVALU,-8.6405212,179.15829181818
5,1996,0,7440,1.125,3.065,2.024,0.468,TUVALU,-8.6405212,179.15829181818
6,1996,0,7200,0.932,3.100,1.987,0.462,TUVALU,-8.6405212,179.15829181818
7,1996,0,7440,0.848,3.112,1.961,0.486,TUVALU,-8.6405212,179.15829181818
8,1996,0,7440,0.841,3.123,1.986,0.498,TUVALU,-8.6405212,179.15829181818
9,1996,0,7200,0.877,3.008,1.961,0.480,TUVALU,-8.6405212,179.15829181818
