Month,Year,Gaps,Good,Minimum,Maximum,Mean,Std_Dev,Location,Latitude,Longitude
11.0,2011.0,0.0,7200.0,0.209,1.278,0.844,0.234,Papua New Guinea,-5.6816069,144.2489081
12.0,2011.0,0.0,7440.0,0.236,1.348,0.862,0.239,Papua New Guinea,-5.6816069,144.2489081
1.0,2012.0,0.0,7440.0,0.249,1.342,0.879,0.23,Papua New Guinea,-5.6816069,144.2489081
2.0,2012.0,0.0,6960.0,0.313,1.267,0.89,0.199,Papua New Guinea,-5.6816069,144.2489081
3.0,2012.0,0.0,7440.0,0.367,1.261,0.888,0.18,Papua New Guinea,-5.6816069,144.2489081
4.0,2012.0,0.0,7200.0,0.283,1.178,0.825,0.198,Papua New Guinea,-5.6816069,144.2489081
5.0,2012.0,0.0,7440.0,0.223,1.234,0.82,0.224,Papua New Guinea,-5.6816069,144.2489081
6.0,2012.0,0.0,7200.0,0.168,1.225,0.791,0.251,Papua New Guinea,-5.6816069,144.2489081
7.0,2012.0,5040.0,2400.0,0.12,1.214,0.792,0.264,Papua New Guinea,-5.6816069,144.2489081
8.0,2012.0,2412.0,5028.0,0.17,1.19,0.757,0.212,Papua New Guinea,-5.6816069,144.2489081
9.0,2012.0,0.0,7200.0,0.236,1.065,0.757,0.166,Papua New Guinea,-5.6816069,144.2489081
10.0,2012.0,0.0,7440.0,0.195,1.148,0.756,0.191,Papua New Guinea,-5.6816069,144.2489081
11.0,2012.0,0.0,7200.0,0.205,1.25,0.803,0.234,Papua New Guinea,-5.6816069,144.2489081
12.0,2012.0,0.0,7440.0,0.15,1.281,0.797,0.251,Papua New Guinea,-5.6816069,144.2489081
1.0,2013.0,0.0,7440.0,0.182,1.321,0.835,0.231,Papua New Guinea,-5.6816069,144.2489081
2.0,2013.0,0.0,6720.0,0.167,1.24,0.809,0.194,Papua New Guinea,-5.6816069,144.2489081
3.0,2013.0,0.0,7440.0,0.303,1.25,0.872,0.165,Papua New Guinea,-5.6816069,144.2489081
4.0,2013.0,0.0,7200.0,0.331,1.237,0.858,0.2,Papua New Guinea,-5.6816069,144.2489081
5.0,2013.0,0.0,7440.0,0.229,1.243,0.833,0.226,Papua New Guinea,-5.6816069,144.2489081
6.0,2013.0,0.0,7200.0,0.144,1.253,0.812,0.242,Papua New Guinea,-5.6816069,144.2489081
7.0,2013.0,0.0,7440.0,0.141,1.227,0.782,0.236,Papua New Guinea,-5.6816069,144.2489081
8.0,2013.0,0.0,7440.0,0.205,1.212,0.768,0.204,Papua New Guinea,-5.6816069,144.2489081
9.0,2013.0,0.0,7200.0,0.257,1.163,0.804,0.183,Papua New Guinea,-5.6816069,144.2489081
10.0,2013.0,0.0,7440.0,0.317,1.186,0.826,0.18,Papua New Guinea,-5.6816069,144.2489081
11.0,2013.0,0.0,7200.0,0.285,1.249,0.831,0.22,Papua New Guinea,-5.6816069,144.2489081
12.0,2013.0,0.0,7440.0,0.197,1.269,0.814,0.252,Papua New Guinea,-5.6816069,144.2489081
1.0,2014.0,0.0,7440.0,0.218,1.42,0.835,0.24,Papua New Guinea,-5.6816069,144.2489081
2.0,2014.0,0.0,6720.0,0.295,1.192,0.82,0.185,Papua New Guinea,-5.6816069,144.2489081
3.0,2014.0,0.0,7440.0,0.288,1.053,0.773,0.16,Papua New Guinea,-5.6816069,144.2489081
4.0,2014.0,0.0,7200.0,0.313,1.072,0.793,0.173,Papua New Guinea,-5.6816069,144.2489081
5.0,2014.0,0.0,7440.0,0.228,1.143,0.733,0.22,Papua New Guinea,-5.6816069,144.2489081
6.0,2014.0,0.0,7200.0,0.209,1.186,0.762,0.226,Papua New Guinea,-5.6816069,144.2489081
7.0,2014.0,0.0,7440.0,0.192,1.195,0.771,0.212,Papua New Guinea,-5.6816069,144.2489081
8.0,2014.0,6323.0,1117.0,0.308,1.075,0.795,0.147,Papua New Guinea,-5.6816069,144.2489081
12.0,2014.0,1966.0,5474.0,0.238,1.272,0.817,0.235,Papua New Guinea,-5.6816069,144.2489081
1.0,2015.0,0.0,7440.0,0.19,1.245,0.784,0.232,Papua New Guinea,-5.6816069,144.2489081
2.0,2015.0,0.0,6720.0,0.201,1.131,0.755,0.19,Papua New Guinea,-5.6816069,144.2489081
3.0,2015.0,0.0,7440.0,0.236,1.087,0.752,0.162,Papua New Guinea,-5.6816069,144.2489081
4.0,2015.0,0.0,7200.0,0.266,1.083,0.738,0.168,Papua New Guinea,-5.6816069,144.2489081
5.0,2015.0,0.0,7440.0,0.193,1.108,0.715,0.205,Papua New Guinea,-5.6816069,144.2489081
6.0,2015.0,0.0,7200.0,0.19,1.146,0.705,0.234,Papua New Guinea,-5.6816069,144.2489081
7.0,2015.0,0.0,7440.0,0.097,1.159,0.668,0.236,Papua New Guinea,-5.6816069,144.2489081
8.0,2015.0,0.0,7440.0,0.107,1.065,0.642,0.195,Papua New Guinea,-5.6816069,144.2489081
9.0,2015.0,0.0,7200.0,0.142,0.964,0.649,0.16,Papua New Guinea,-5.6816069,144.2489081
10.0,2015.0,0.0,7440.0,0.15,1.027,0.667,0.186,Papua New Guinea,-5.6816069,144.2489081
11.0,2015.0,0.0,7200.0,0.132,1.086,0.679,0.221,Papua New Guinea,-5.6816069,144.2489081
12.0,2015.0,0.0,7440.0,0.095,1.092,0.643,0.231,Papua New Guinea,-5.6816069,144.2489081
1.0,2016.0,0.0,7440.0,0.057,0.995,0.608,0.217,Papua New Guinea,-5.6816069,144.2489081
2.0,2016.0,0.0,6960.0,0.113,1.0,0.633,0.19,Papua New Guinea,-5.6816069,144.2489081
3.0,2016.0,0.0,7440.0,0.2,0.965,0.686,0.164,Papua New Guinea,-5.6816069,144.2489081
4.0,2016.0,0.0,7200.0,0.231,1.104,0.706,0.179,Papua New Guinea,-5.6816069,144.2489081
5.0,2016.0,0.0,7440.0,0.198,1.137,0.728,0.204,Papua New Guinea,-5.6816069,144.2489081
6.0,2016.0,0.0,7200.0,0.184,1.214,0.763,0.231,Papua New Guinea,-5.6816069,144.2489081
7.0,2016.0,0.0,7440.0,0.15,1.177,0.743,0.229,Papua New Guinea,-5.6816069,144.2489081
8.0,2016.0,801.0,6639.0,0.176,1.087,0.767,0.199,Papua New Guinea,-5.6816069,144.2489081
9.0,2016.0,2296.0,4904.0,0.378,1.05,0.808,0.143,Papua New Guinea,-5.6816069,144.2489081
10.0,2016.0,0.0,7440.0,0.347,1.214,0.854,0.172,Papua New Guinea,-5.6816069,144.2489081
11.0,2016.0,0.0,7200.0,0.348,1.27,0.873,0.214,Papua New Guinea,-5.6816069,144.2489081
12.0,2016.0,5084.0,2356.0,0.391,1.2,0.838,0.214,Papua New Guinea,-5.6816069,144.2489081
3.0,2017.0,4795.0,2645.0,0.513,1.157,0.93,0.144,Papua New Guinea,-5.6816069,144.2489081
4.0,2017.0,0.0,7200.0,0.387,1.19,0.872,0.178,Papua New Guinea,-5.6816069,144.2489081
5.0,2017.0,0.0,7440.0,0.281,1.222,0.831,0.211,Papua New Guinea,-5.6816069,144.2489081
6.0,2017.0,0.0,7200.0,0.184,1.233,0.807,0.224,Papua New Guinea,-5.6816069,144.2489081
7.0,2017.0,0.0,7440.0,0.162,1.285,0.759,0.222,Papua New Guinea,-5.6816069,144.2489081
8.0,2017.0,0.0,7440.0,0.199,1.198,0.767,0.195,Papua New Guinea,-5.6816069,144.2489081
9.0,2017.0,0.0,7200.0,0.272,1.143,0.796,0.165,Papua New Guinea,-5.6816069,144.2489081
10.0,2017.0,0.0,7440.0,0.342,1.195,0.849,0.178,Papua New Guinea,-5.6816069,144.2489081
11.0,2017.0,0.0,7200.0,0.278,1.23,0.864,0.208,Papua New Guinea,-5.6816069,144.2489081
12.0,2017.0,219.0,7221.0,0.212,1.333,0.83,0.247,Papua New Guinea,-5.6816069,144.2489081
1.0,2018.0,0.0,7440.0,0.169,1.378,0.869,0.25,Papua New Guinea,-5.6816069,144.2489081
2.0,2018.0,0.0,6720.0,0.279,1.277,0.873,0.196,Papua New Guinea,-5.6816069,144.2489081
3.0,2018.0,0.0,7440.0,0.353,1.195,0.86,0.164,Papua New Guinea,-5.6816069,144.2489081
4.0,2018.0,0.0,7200.0,0.365,1.32,0.856,0.172,Papua New Guinea,-5.6816069,144.2489081
5.0,2018.0,0.0,7440.0,0.34,1.217,0.859,0.209,Papua New Guinea,-5.6816069,144.2489081
6.0,2018.0,0.0,7200.0,0.25,1.24,0.837,0.234,Papua New Guinea,-5.6816069,144.2489081
7.0,2018.0,0.0,7440.0,0.307,1.315,0.845,0.224,Papua New Guinea,-5.6816069,144.2489081
8.0,2018.0,0.0,7440.0,0.233,1.249,0.827,0.197,Papua New Guinea,-5.6816069,144.2489081
9.0,2018.0,224.0,6976.0,0.289,1.213,0.832,0.179,Papua New Guinea,-5.6816069,144.2489081
10.0,2018.0,0.0,7440.0,0.324,1.312,0.92,0.2,Papua New Guinea,-5.6816069,144.2489081
11.0,2018.0,0.0,7200.0,0.2,1.343,0.839,0.231,Papua New Guinea,-5.6816069,144.2489081
12.0,2018.0,0.0,7440.0,0.23,1.299,0.821,0.247,Papua New Guinea,-5.6816069,144.2489081
1.0,2019.0,0.0,7440.0,0.128,1.243,0.788,0.245,Papua New Guinea,-5.6816069,144.2489081
2.0,2019.0,0.0,6720.0,0.176,1.16,0.753,0.211,Papua New Guinea,-5.6816069,144.2489081
3.0,2019.0,0.0,7440.0,0.274,1.145,0.813,0.185,Papua New Guinea,-5.6816069,144.2489081
4.0,2019.0,0.0,7200.0,0.297,1.142,0.784,0.183,Papua New Guinea,-5.6816069,144.2489081
5.0,2019.0,0.0,7440.0,0.243,1.149,0.773,0.209,Papua New Guinea,-5.6816069,144.2489081
6.0,2019.0,0.0,7200.0,0.19,1.172,0.752,0.239,Papua New Guinea,-5.6816069,144.2489081
7.0,2019.0,0.0,7440.0,0.175,1.155,0.734,0.242,Papua New Guinea,-5.6816069,144.2489081
8.0,2019.0,0.0,7440.0,0.163,1.111,0.749,0.214,Papua New Guinea,-5.6816069,144.2489081
9.0,2019.0,0.0,7200.0,0.245,1.048,0.774,0.175,Papua New Guinea,-5.6816069,144.2489081
10.0,2019.0,0.0,7440.0,0.278,1.201,0.815,0.197,Papua New Guinea,-5.6816069,144.2489081
11.0,2019.0,0.0,7200.0,0.22,1.24,0.838,0.233,Papua New Guinea,-5.6816069,144.2489081
12.0,2019.0,0.0,7440.0,0.203,1.227,0.79,0.259,Papua New Guinea,-5.6816069,144.2489081
1.0,2020.0,0.0,7440.0,0.143,1.181,0.739,0.246,Papua New Guinea,-5.6816069,144.2489081
2.0,2020.0,0.0,6960.0,0.174,1.203,0.741,0.218,Papua New Guinea,-5.6816069,144.2489081
3.0,2020.0,0.0,7440.0,0.193,1.128,0.791,0.196,Papua New Guinea,-5.6816069,144.2489081
4.0,2020.0,0.0,7200.0,0.269,1.177,0.823,0.197,Papua New Guinea,-5.6816069,144.2489081
5.0,2020.0,0.0,7440.0,0.298,1.219,0.847,0.228,Papua New Guinea,-5.6816069,144.2489081
6.0,2020.0,6080.0,1120.0,0.322,1.227,0.845,0.224,Papua New Guinea,-5.6816069,144.2489081
8.0,2020.0,1653.0,5787.0,0.238,1.188,0.826,0.211,Papua New Guinea,-5.6816069,144.2489081
9.0,2020.0,221.0,6979.0,0.315,1.22,0.853,0.189,Papua New Guinea,-5.6816069,144.2489081
10.0,2020.0,0.0,7440.0,0.262,1.334,0.875,0.191,Papua New Guinea,-5.6816069,144.2489081
11.0,2020.0,0.0,7200.0,0.255,1.276,0.877,0.235,Papua New Guinea,-5.6816069,144.2489081
12.0,2020.0,0.0,7440.0,0.244,1.342,0.894,0.262,Papua New Guinea,-5.6816069,144.2489081
1.0,2021.0,0.0,7440.0,0.327,1.405,0.926,0.251,Papua New Guinea,-5.6816069,144.2489081
2.0,2021.0,0.0,6720.0,0.328,1.362,0.946,0.215,Papua New Guinea,-5.6816069,144.2489081
3.0,2021.0,0.0,7440.0,0.32,1.253,0.91,0.186,Papua New Guinea,-5.6816069,144.2489081
4.0,2021.0,0.0,7200.0,0.32,1.285,0.9,0.213,Papua New Guinea,-5.6816069,144.2489081
5.0,2021.0,0.0,7440.0,0.177,1.276,0.843,0.247,Papua New Guinea,-5.6816069,144.2489081
6.0,2021.0,0.0,7200.0,0.112,1.273,0.809,0.264,Papua New Guinea,-5.6816069,144.2489081
7.0,2021.0,0.0,7440.0,0.2,1.325,0.836,0.245,Papua New Guinea,-5.6816069,144.2489081
8.0,2021.0,0.0,7440.0,0.207,1.283,0.823,0.227,Papua New Guinea,-5.6816069,144.2489081
9.0,2021.0,0.0,7200.0,0.253,1.262,0.859,0.207,Papua New Guinea,-5.6816069,144.2489081
10.0,2021.0,0.0,7440.0,0.262,1.271,0.884,0.212,Papua New Guinea,-5.6816069,144.2489081
11.0,2021.0,0.0,7200.0,0.237,1.336,0.894,0.237,Papua New Guinea,-5.6816069,144.2489081
12.0,2021.0,0.0,7440.0,0.235,1.519,0.913,0.271,Papua New Guinea,-5.6816069,144.2489081
1.0,2022.0,0.0,7440.0,0.117,1.454,0.873,0.282,Papua New Guinea,-5.6816069,144.2489081
2.0,2022.0,0.0,6720.0,0.269,1.33,0.899,0.234,Papua New Guinea,-5.6816069,144.2489081
3.0,2022.0,0.0,7440.0,0.326,1.316,0.928,0.201,Papua New Guinea,-5.6816069,144.2489081
4.0,2022.0,0.0,7200.0,0.337,1.344,0.936,0.2,Papua New Guinea,-5.6816069,144.2489081
5.0,2022.0,0.0,7440.0,0.255,1.355,0.885,0.244,Papua New Guinea,-5.6816069,144.2489081
6.0,2022.0,0.0,7200.0,0.119,1.356,0.856,0.272,Papua New Guinea,-5.6816069,144.2489081
7.0,2022.0,0.0,7440.0,0.182,1.384,0.89,0.261,Papua New Guinea,-5.6816069,144.2489081
8.0,2022.0,0.0,7440.0,0.237,1.403,0.882,0.223,Papua New Guinea,-5.6816069,144.2489081
9.0,2022.0,0.0,7200.0,0.268,1.28,0.896,0.205,Papua New Guinea,-5.6816069,144.2489081
10.0,2022.0,0.0,7440.0,0.329,1.32,0.911,0.224,Papua New Guinea,-5.6816069,144.2489081
11.0,2022.0,0.0,7200.0,0.262,1.356,0.922,0.251,Papua New Guinea,-5.6816069,144.2489081
12.0,2022.0,1259.0,6181.0,0.301,1.414,0.973,0.25,Papua New Guinea,-5.6816069,144.2489081
1.0,2023.0,4619.0,2821.0,0.25,1.45,0.937,0.263,Papua New Guinea,-5.6816069,144.2489081
2.0,2023.0,6.0,6714.0,0.291,1.424,0.963,0.235,Papua New Guinea,-5.6816069,144.2489081
3.0,2023.0,52.0,7388.0,0.356,1.304,0.902,0.204,Papua New Guinea,-5.6816069,144.2489081
4.0,2023.0,1043.0,6157.0,0.326,1.275,0.887,0.216,Papua New Guinea,-5.6816069,144.2489081
5.0,2023.0,2.0,7438.0,0.245,1.401,0.864,0.231,Papua New Guinea,-5.6816069,144.2489081
6.0,2023.0,8.0,7192.0,0.165,1.226,0.809,0.26,Papua New Guinea,-5.6816069,144.2489081
7.0,2023.0,13.0,7427.0,0.068,1.321,0.784,0.275,Papua New Guinea,-5.6816069,144.2489081
8.0,2023.0,75.0,7365.0,0.092,1.189,0.731,0.241,Papua New Guinea,-5.6816069,144.2489081
9.0,2023.0,15.0,7185.0,0.19,1.101,0.766,0.201,Papua New Guinea,-5.6816069,144.2489081
10.0,2023.0,97.0,7343.0,0.154,1.167,0.759,0.22,Papua New Guinea,-5.6816069,144.2489081
11.0,2023.0,395.0,6805.0,0.113,1.174,0.734,0.258,Papua New Guinea,-5.6816069,144.2489081
12.0,2023.0,1.0,7439.0,0.09,1.231,0.697,0.275,Papua New Guinea,-5.6816069,144.2489081
1.0,2024.0,6.0,7434.0,0.071,1.252,0.737,0.263,Papua New Guinea,-5.6816069,144.2489081
2.0,2024.0,4437.0,2523.0,0.121,1.299,0.77,0.279,Papua New Guinea,-5.6816069,144.2489081
3.0,2024.0,49.0,7391.0,0.249,1.249,0.837,0.205,Papua New Guinea,-5.6816069,144.2489081
4.0,2024.0,0.0,7200.0,0.308,1.261,0.851,0.22,Papua New Guinea,-5.6816069,144.2489081
5.0,2024.0,0.0,7440.0,0.227,1.288,0.823,0.255,Papua New Guinea,-5.6816069,144.2489081
6.0,2024.0,0.0,7200.0,0.134,1.31,0.816,0.272,Papua New Guinea,-5.6816069,144.2489081
7.0,2024.0,4381.0,3059.0,0.176,1.218,0.821,0.281,Papua New Guinea,-5.6816069,144.2489081
8.0,2024.0,7344.0,96.0,0.314,1.056,0.685,0.29,Papua New Guinea,-5.6816069,144.2489081
,,,,0.769,,,,Papua New Guinea,-5.6816069,144.2489081
,,,,2.079,,,1600.0,Papua New Guinea,-5.6816069,144.2489081
,,,,-0.083,,,1630.0,Papua New Guinea,-5.6816069,144.2489081
,,,,,,0.24,,Papua New Guinea,-5.6816069,144.2489081
2.0,1993.0,4560.0,2160.0,0.642,0.642,0.993,0.203,Cook Islands,-19.99697155,-157.785871406208
3.0,1993.0,0.0,7440.0,0.546,0.546,1.08,0.224,Cook Islands,-19.99697155,-157.785871406208
4.0,1993.0,0.0,7200.0,0.508,0.508,0.974,0.211,Cook Islands,-19.99697155,-157.785871406208
5.0,1993.0,0.0,7440.0,0.575,0.575,1.075,0.207,Cook Islands,-19.99697155,-157.785871406208
6.0,1993.0,0.0,7200.0,0.47,0.47,0.885,0.207,Cook Islands,-19.99697155,-157.785871406208
7.0,1993.0,0.0,7440.0,0.476,0.476,0.917,0.208,Cook Islands,-19.99697155,-157.785871406208
8.0,1993.0,0.0,7440.0,0.506,0.506,0.964,0.214,Cook Islands,-19.99697155,-157.785871406208
9.0,1993.0,0.0,7200.0,0.42,0.42,0.918,0.211,Cook Islands,-19.99697155,-157.785871406208
10.0,1993.0,0.0,7440.0,0.538,0.538,1.021,0.212,Cook Islands,-19.99697155,-157.785871406208
11.0,1993.0,0.0,7200.0,0.596,0.596,1.079,0.205,Cook Islands,-19.99697155,-157.785871406208
12.0,1993.0,0.0,7440.0,0.681,0.681,1.08,0.205,Cook Islands,-19.99697155,-157.785871406208
1.0,1994.0,0.0,7440.0,0.701,0.701,1.152,0.215,Cook Islands,-19.99697155,-157.785871406208
2.0,1994.0,0.0,6720.0,0.64,0.64,1.101,0.206,Cook Islands,-19.99697155,-157.785871406208
3.0,1994.0,0.0,7440.0,0.595,0.595,1.091,0.222,Cook Islands,-19.99697155,-157.785871406208
4.0,1994.0,0.0,7200.0,0.589,0.589,1.081,0.214,Cook Islands,-19.99697155,-157.785871406208
5.0,1994.0,0.0,7440.0,0.584,0.584,1.029,0.212,Cook Islands,-19.99697155,-157.785871406208
6.0,1994.0,0.0,7200.0,0.509,0.509,0.898,0.212,Cook Islands,-19.99697155,-157.785871406208
7.0,1994.0,0.0,7440.0,0.551,0.551,0.986,0.212,Cook Islands,-19.99697155,-157.785871406208
8.0,1994.0,0.0,7440.0,0.537,0.537,0.937,0.205,Cook Islands,-19.99697155,-157.785871406208
9.0,1994.0,0.0,7200.0,0.515,0.515,1.008,0.212,Cook Islands,-19.99697155,-157.785871406208
10.0,1994.0,0.0,7440.0,0.485,0.485,0.979,0.206,Cook Islands,-19.99697155,-157.785871406208
11.0,1994.0,0.0,7200.0,0.425,0.425,0.868,0.218,Cook Islands,-19.99697155,-157.785871406208
12.0,1994.0,480.0,6960.0,0.563,0.563,1.029,0.214,Cook Islands,-19.99697155,-157.785871406208
1.0,1995.0,0.0,7440.0,0.538,0.538,1.176,0.211,Cook Islands,-19.99697155,-157.785871406208
2.0,1995.0,0.0,6720.0,0.459,0.459,0.952,0.212,Cook Islands,-19.99697155,-157.785871406208
3.0,1995.0,90.0,7350.0,0.468,0.468,0.928,0.21,Cook Islands,-19.99697155,-157.785871406208
4.0,1995.0,480.0,6720.0,0.49,0.49,0.963,0.219,Cook Islands,-19.99697155,-157.785871406208
5.0,1995.0,0.0,7440.0,0.575,0.575,1.046,0.203,Cook Islands,-19.99697155,-157.785871406208
6.0,1995.0,61.0,7139.0,0.552,0.552,1.012,0.206,Cook Islands,-19.99697155,-157.785871406208
7.0,1995.0,1440.0,6000.0,0.525,0.525,0.944,0.206,Cook Islands,-19.99697155,-157.785871406208
8.0,1995.0,0.0,7440.0,0.519,0.519,0.912,0.21,Cook Islands,-19.99697155,-157.785871406208
9.0,1995.0,0.0,7200.0,0.508,0.508,0.936,0.215,Cook Islands,-19.99697155,-157.785871406208
10.0,1995.0,0.0,7440.0,0.46,0.46,0.923,0.212,Cook Islands,-19.99697155,-157.785871406208
11.0,1995.0,0.0,7200.0,0.482,0.482,0.964,0.217,Cook Islands,-19.99697155,-157.785871406208
12.0,1995.0,0.0,7440.0,0.635,0.635,1.101,0.218,Cook Islands,-19.99697155,-157.785871406208
1.0,1996.0,228.0,7212.0,0.66,0.66,1.122,0.212,Cook Islands,-19.99697155,-157.785871406208
2.0,1996.0,719.0,6241.0,0.642,0.642,1.082,0.22,Cook Islands,-19.99697155,-157.785871406208
3.0,1996.0,0.0,7440.0,0.545,0.545,0.965,0.205,Cook Islands,-19.99697155,-157.785871406208
4.0,1996.0,360.0,6840.0,0.529,0.529,0.935,0.206,Cook Islands,-19.99697155,-157.785871406208
5.0,1996.0,0.0,7440.0,0.583,0.583,1.012,0.197,Cook Islands,-19.99697155,-157.785871406208
6.0,1996.0,0.0,7200.0,0.564,0.564,1.055,0.209,Cook Islands,-19.99697155,-157.785871406208
7.0,1996.0,0.0,7440.0,0.537,0.537,0.944,0.212,Cook Islands,-19.99697155,-157.785871406208
8.0,1996.0,0.0,7440.0,0.556,0.556,1.07,0.221,Cook Islands,-19.99697155,-157.785871406208
9.0,1996.0,0.0,7200.0,0.636,0.636,1.083,0.219,Cook Islands,-19.99697155,-157.785871406208
10.0,1996.0,251.0,7189.0,0.574,0.574,1.079,0.216,Cook Islands,-19.99697155,-157.785871406208
11.0,1996.0,0.0,7200.0,0.544,0.544,0.963,0.211,Cook Islands,-19.99697155,-157.785871406208
12.0,1996.0,0.0,7440.0,0.614,0.614,1.023,0.212,Cook Islands,-19.99697155,-157.785871406208
1.0,1997.0,0.0,7440.0,0.638,0.638,1.127,0.211,Cook Islands,-19.99697155,-157.785871406208
2.0,1997.0,0.0,6720.0,0.656,0.656,1.073,0.209,Cook Islands,-19.99697155,-157.785871406208
3.0,1997.0,0.0,7440.0,0.691,0.691,1.202,0.214,Cook Islands,-19.99697155,-157.785871406208
4.0,1997.0,0.0,7200.0,0.642,0.642,1.109,0.211,Cook Islands,-19.99697155,-157.785871406208
5.0,1997.0,0.0,7440.0,0.575,0.575,0.983,0.208,Cook Islands,-19.99697155,-157.785871406208
6.0,1997.0,0.0,7200.0,0.598,0.598,1.033,0.216,Cook Islands,-19.99697155,-157.785871406208
7.0,1997.0,0.0,7440.0,0.591,0.591,1.046,0.211,Cook Islands,-19.99697155,-157.785871406208
8.0,1997.0,0.0,7440.0,0.616,0.616,1.143,0.213,Cook Islands,-19.99697155,-157.785871406208
9.0,1997.0,0.0,7200.0,0.592,0.592,1.14,0.221,Cook Islands,-19.99697155,-157.785871406208
10.0,1997.0,0.0,7440.0,0.492,0.492,1.03,0.212,Cook Islands,-19.99697155,-157.785871406208
11.0,1997.0,0.0,7200.0,0.573,0.573,1.061,0.209,Cook Islands,-19.99697155,-157.785871406208
12.0,1997.0,0.0,7440.0,0.516,0.516,1.623,0.24,Cook Islands,-19.99697155,-157.785871406208
1.0,1998.0,0.0,7440.0,0.563,0.563,1.006,0.218,Cook Islands,-19.99697155,-157.785871406208
2.0,1998.0,0.0,6720.0,0.521,0.521,1.002,0.203,Cook Islands,-19.99697155,-157.785871406208
3.0,1998.0,0.0,7440.0,0.481,0.481,0.999,0.221,Cook Islands,-19.99697155,-157.785871406208
4.0,1998.0,0.0,7200.0,0.459,0.459,1.026,0.217,Cook Islands,-19.99697155,-157.785871406208
5.0,1998.0,0.0,7440.0,0.497,0.497,0.956,0.216,Cook Islands,-19.99697155,-157.785871406208
6.0,1998.0,2663.0,4537.0,0.479,0.479,0.945,0.235,Cook Islands,-19.99697155,-157.785871406208
7.0,1998.0,0.0,7440.0,0.488,0.488,0.892,0.213,Cook Islands,-19.99697155,-157.785871406208
8.0,1998.0,0.0,7440.0,0.474,0.474,0.853,0.208,Cook Islands,-19.99697155,-157.785871406208
9.0,1998.0,0.0,7200.0,0.454,0.454,0.921,0.211,Cook Islands,-19.99697155,-157.785871406208
10.0,1998.0,1971.0,5469.0,0.469,0.469,1.013,0.223,Cook Islands,-19.99697155,-157.785871406208
11.0,1998.0,2871.0,4329.0,0.53,0.53,0.879,0.186,Cook Islands,-19.99697155,-157.785871406208
12.0,1998.0,0.0,7440.0,0.487,0.487,1.005,0.221,Cook Islands,-19.99697155,-157.785871406208
1.0,1999.0,0.0,7440.0,0.594,0.594,1.023,0.218,Cook Islands,-19.99697155,-157.785871406208
2.0,1999.0,0.0,6720.0,0.677,0.677,1.14,0.213,Cook Islands,-19.99697155,-157.785871406208
3.0,1999.0,0.0,7440.0,0.634,0.634,1.086,0.214,Cook Islands,-19.99697155,-157.785871406208
4.0,1999.0,0.0,7200.0,0.544,0.544,1.028,0.211,Cook Islands,-19.99697155,-157.785871406208
5.0,1999.0,0.0,7440.0,0.58,0.58,1.106,0.211,Cook Islands,-19.99697155,-157.785871406208
6.0,1999.0,0.0,7200.0,0.622,0.622,1.075,0.209,Cook Islands,-19.99697155,-157.785871406208
7.0,1999.0,0.0,7440.0,0.661,0.661,1.166,0.218,Cook Islands,-19.99697155,-157.785871406208
8.0,1999.0,0.0,7440.0,0.689,0.689,1.125,0.212,Cook Islands,-19.99697155,-157.785871406208
9.0,1999.0,0.0,7200.0,0.644,0.644,1.14,0.217,Cook Islands,-19.99697155,-157.785871406208
10.0,1999.0,0.0,7440.0,0.622,0.622,1.132,0.218,Cook Islands,-19.99697155,-157.785871406208
11.0,1999.0,0.0,7200.0,0.552,0.552,1.041,0.21,Cook Islands,-19.99697155,-157.785871406208
12.0,1999.0,0.0,7440.0,0.654,0.654,1.188,0.204,Cook Islands,-19.99697155,-157.785871406208
1.0,2000.0,0.0,7440.0,0.634,0.634,1.071,0.202,Cook Islands,-19.99697155,-157.785871406208
2.0,2000.0,0.0,6960.0,0.576,0.576,1.019,0.208,Cook Islands,-19.99697155,-157.785871406208
3.0,2000.0,0.0,7440.0,0.603,0.603,1.078,0.21,Cook Islands,-19.99697155,-157.785871406208
4.0,2000.0,0.0,7200.0,0.664,0.664,1.135,0.211,Cook Islands,-19.99697155,-157.785871406208
5.0,2000.0,0.0,7440.0,0.608,0.608,1.076,0.2,Cook Islands,-19.99697155,-157.785871406208
6.0,2000.0,0.0,7200.0,0.541,0.541,1.023,0.206,Cook Islands,-19.99697155,-157.785871406208
7.0,2000.0,0.0,7440.0,0.526,0.526,1.044,0.214,Cook Islands,-19.99697155,-157.785871406208
8.0,2000.0,0.0,7440.0,0.508,0.508,0.948,0.218,Cook Islands,-19.99697155,-157.785871406208
9.0,2000.0,0.0,7200.0,0.552,0.552,0.988,0.214,Cook Islands,-19.99697155,-157.785871406208
10.0,2000.0,0.0,7440.0,0.529,0.529,0.935,0.209,Cook Islands,-19.99697155,-157.785871406208
11.0,2000.0,0.0,7200.0,0.429,0.429,0.884,0.198,Cook Islands,-19.99697155,-157.785871406208
12.0,2000.0,0.0,7440.0,0.537,0.537,1.074,0.212,Cook Islands,-19.99697155,-157.785871406208
1.0,2001.0,0.0,7440.0,0.612,0.612,1.076,0.206,Cook Islands,-19.99697155,-157.785871406208
2.0,2001.0,0.0,6720.0,0.633,0.633,1.089,0.21,Cook Islands,-19.99697155,-157.785871406208
3.0,2001.0,0.0,7440.0,0.649,0.649,1.117,0.209,Cook Islands,-19.99697155,-157.785871406208
